,customer_id,transaction_date,transaction_amount
222,CUST_1399,2022-01-17,296.18
223,CUST_1346,2022-01-17,288.7
224,CUST_2797,2022-01-18,292.93
225,CUST_1244,2022-01-18,318.96
226,CUST_2339,2022-01-18,404.11
227,CUST_278,2022-01-18,32.83
228,CUST_1258,2022-01-18,471.9
229,CUST_2361,2022-01-18,54.98
230,CUST_622,2022-01-18,243.79
231,CUST_2424,2022-01-18,41.88
232,CUST_805,2022-01-18,144.9
233,CUST_1188,2022-01-18,203.33
234,CUST_532,2022-01-18,85.2
235,CUST_1659,2022-01-18,379.99
236,CUST_2588,2022-01-18,428.62
237,CUST_759,2022-01-19,39.02
238,CUST_149,2022-01-19,115.81
239,CUST_2940,2022-01-19,48.34
240,CUST_2109,2022-01-19,255.8
241,CUST_2941,2022-01-19,486.02
242,CUST_2063,2022-01-19,421.18
243,CUST_2039,2022-01-19,450.69
244,CUST_2813,2022-01-19,300.51
245,CUST_1346,2022-01-19,262.34
246,CUST_1262,2022-01-19,342.71
247,CUST_1674,2022-01-19,166.24
248,CUST_2335,2022-01-19,408.39
249,CUST_2515,2022-01-19,275.81
250,CUST_2809,2022-01-19,84.38
251,CUST_2048,2022-01-20,99.42
252,CUST_1316,2022-01-20,305.13
253,CUST_1978,2022-01-20,236.16
254,CUST_1803,2022-01-20,224.58
255,CUST_2218,2022-01-20,187.99
256,CUST_2282,2022-01-20,202.18
257,CUST_1402,2022-01-20,41.15
258,CUST_2461,2022-01-20,202.83
259,CUST_887,2022-01-20,321.9
260,CUST_503,2022-01-20,19.74
261,CUST_1689,2022-01-20,343.33
262,CUST_1030,2022-01-20,457.76
263,CUST_2687,2022-01-20,442.18
264,CUST_1054,2022-01-20,109.28
265,CUST_1571,2022-01-20,169.19
266,CUST_1778,2022-01-20,59.23
267,CUST_315,2022-01-20,216.61
268,CUST_2014,2022-01-20,474.48
269,CUST_2513,2022-01-20,134.55
270,CUST_740,2022-01-21,311.14
271,CUST_2394,2022-01-21,208.69
272,CUST_1706,2022-01-21,480.61
273,CUST_730,2022-01-21,206.09
274,CUST_3000,2022-01-21,496.98
275,CUST_2045,2022-01-21,471.04
276,CUST_1610,2022-01-21,431.35
277,CUST_2855,2022-01-21,469.14
278,CUST_1584,2022-01-21,231.24
279,CUST_452,2022-01-21,376.76
280,CUST_1118,2022-01-21,337.36
281,CUST_2869,2022-01-21,473.05
282,CUST_534,2022-01-21,127.52
283,CUST_819,2022-01-22,290.88
284,CUST_1692,2022-01-22,465.4
285,CUST_2214,2022-01-22,141.43
286,CUST_16,2022-01-22,433.69
287,CUST_1946,2022-01-22,26.89
288,CUST_730,2022-01-22,143.96
289,CUST_719,2022-01-22,393.5
290,CUST_2555,2022-01-22,123.06
291,CUST_2094,2022-01-22,190.4
292,CUST_2114,2022-01-22,446.53
293,CUST_2923,2022-01-22,97.92
294,CUST_1824,2022-01-22,112.0
295,CUST_530,2022-01-22,374.55
296,CUST_2408,2022-01-22,450.64
297,CUST_1811,2022-01-22,321.64
298,CUST_1834,2022-01-22,116.13
299,CUST_974,2022-01-22,302.56
300,CUST_1737,2022-01-22,19.4
301,CUST_2803,2022-01-23,106.49
302,CUST_1923,2022-01-23,201.27
303,CUST_1939,2022-01-23,261.27
304,CUST_525,2022-01-23,345.56
305,CUST_1408,2022-01-23,241.54
306,CUST_1705,2022-01-24,89.9
307,CUST_299,2022-01-24,249.0
308,CUST_2377,2022-01-24,440.15
309,CUST_583,2022-01-24,253.96
310,CUST_750,2022-01-24,309.55
311,CUST_276,2022-01-24,30.49
312,CUST_2755,2022-01-24,296.82
313,CUST_598,2022-01-24,11.13
314,CUST_2143,2022-01-24,185.87
315,CUST_1452,2022-01-24,115.79
316,CUST_1126,2022-01-25,32.5
317,CUST_2306,2022-01-25,370.32
318,CUST_902,2022-01-25,375.82
319,CUST_2513,2022-01-25,154.11
320,CUST_1578,2022-01-25,383.65
321,CUST_2142,2022-01-25,228.21
322,CUST_1223,2022-01-25,182.56
323,CUST_182,2022-01-26,350.97
324,CUST_792,2022-01-26,157.23
325,CUST_1848,2022-01-26,38.34
326,CUST_975,2022-01-26,301.5
327,CUST_1816,2022-01-26,353.65
328,CUST_1280,2022-01-26,399.97
329,CUST_2468,2022-01-26,347.51
330,CUST_1752,2022-01-26,68.04
331,CUST_2416,2022-01-26,152.18
332,CUST_1596,2022-01-26,153.27
333,CUST_1288,2022-01-26,177.43
334,CUST_209,2022-01-26,323.11
335,CUST_1148,2022-01-27,214.52
336,CUST_2662,2022-01-27,287.11
337,CUST_1175,2022-01-27,353.75
338,CUST_576,2022-01-27,100.88
339,CUST_2310,2022-01-27,487.88
340,CUST_2196,2022-01-27,434.66
341,CUST_2051,2022-01-27,212.31
342,CUST_1756,2022-01-27,437.97
343,CUST_1778,2022-01-27,115.96
344,CUST_1690,2022-01-27,33.75
345,CUST_1821,2022-01-27,381.51
346,CUST_919,2022-01-27,212.71
347,CUST_801,2022-01-27,311.44
348,CUST_2665,2022-01-27,162.4
349,CUST_1744,2022-01-27,265.69
350,CUST_904,2022-01-27,472.39
351,CUST_1916,2022-01-27,104.33
352,CUST_1098,2022-01-28,115.37
353,CUST_216,2022-01-28,272.86
354,CUST_1837,2022-01-28,374.97
355,CUST_1206,2022-01-28,185.72
356,CUST_202,2022-01-28,342.54
357,CUST_1855,2022-01-28,38.92
358,CUST_1680,2022-01-28,127.26
359,CUST_2785,2022-01-28,63.52
360,CUST_1778,2022-01-28,108.99
361,CUST_759,2022-01-28,206.42
362,CUST_566,2022-01-28,301.13
363,CUST_2193,2022-01-28,266.37
364,CUST_1656,2022-01-28,360.51
365,CUST_606,2022-01-28,277.55
366,CUST_417,2022-01-28,183.65
367,CUST_2721,2022-01-28,276.61
368,CUST_2886,2022-01-28,39.91
369,CUST_643,2022-01-28,414.59
370,CUST_1198,2022-01-28,399.29
371,CUST_795,2022-01-28,158.04
372,CUST_715,2022-01-29,90.36
373,CUST_729,2022-01-29,260.11
374,CUST_3,2022-01-29,260.67
375,CUST_1199,2022-01-29,180.41
376,CUST_2741,2022-01-29,147.88
377,CUST_1535,2022-01-29,397.43
378,CUST_709,2022-01-29,452.63
379,CUST_1329,2022-01-29,331.35
380,CUST_1008,2022-01-29,308.2
381,CUST_2163,2022-01-30,132.14
382,CUST_1510,2022-01-30,367.14
383,CUST_1000,2022-01-30,15.86
384,CUST_1830,2022-01-30,69.64
385,CUST_2391,2022-01-30,413.14
386,CUST_251,2022-01-30,21.84
387,CUST_1670,2022-01-30,162.37
388,CUST_1971,2022-01-30,271.55
389,CUST_671,2022-01-30,58.21
390,CUST_2309,2022-01-30,418.3
391,CUST_628,2022-01-30,157.29
392,CUST_1442,2022-01-30,450.97
393,CUST_2090,2022-01-30,247.74
394,CUST_276,2022-01-31,83.96
395,CUST_52,2022-01-31,393.7
396,CUST_1005,2022-01-31,336.17
397,CUST_2759,2022-01-31,387.64
398,CUST_1160,2022-01-31,405.55
399,CUST_189,2022-01-31,239.46
400,CUST_2871,2022-01-31,224.57
401,CUST_2023,2022-01-31,48.04
402,CUST_929,2022-01-31,41.2
403,CUST_635,2022-01-31,138.08
404,CUST_1222,2022-02-01,21.25
405,CUST_1623,2022-02-01,360.37
406,CUST_2372,2022-02-01,308.24
407,CUST_1318,2022-02-01,184.26
408,CUST_2554,2022-02-01,245.01
409,CUST_1617,2022-02-01,310.29
410,CUST_2187,2022-02-01,144.12
411,CUST_389,2022-02-01,485.9
412,CUST_1106,2022-02-01,355.47
413,CUST_2162,2022-02-01,263.14
414,CUST_2847,2022-02-01,284.52
415,CUST_2592,2022-02-01,475.35
416,CUST_1518,2022-02-01,175.06
417,CUST_1631,2022-02-01,416.59
418,CUST_2233,2022-02-01,332.44
419,CUST_2125,2022-02-02,442.46
420,CUST_1125,2022-02-02,70.45
421,CUST_1966,2022-02-02,321.97
422,CUST_339,2022-02-02,160.43
423,CUST_1095,2022-02-02,490.41
424,CUST_341,2022-02-02,99.36
425,CUST_189,2022-02-02,326.21
426,CUST_427,2022-02-02,477.67
427,CUST_2827,2022-02-03,260.5
428,CUST_1413,2022-02-03,11.81
429,CUST_1290,2022-02-03,143.25
430,CUST_1268,2022-02-03,61.96
431,CUST_1653,2022-02-03,431.41
432,CUST_604,2022-02-03,385.99
433,CUST_2235,2022-02-03,405.22
434,CUST_1041,2022-02-03,110.1
435,CUST_2281,2022-02-03,85.44
436,CUST_898,2022-02-03,310.39
437,CUST_172,2022-02-03,332.88
438,CUST_682,2022-02-03,416.2
439,CUST_1058,2022-02-03,14.37
440,CUST_396,2022-02-03,284.26
441,CUST_2745,2022-02-03,157.1
442,CUST_1935,2022-02-03,270.31
443,CUST_1807,2022-02-03,449.97
444,CUST_1429,2022-02-04,203.57
445,CUST_1124,2022-02-04,385.16
446,CUST_1979,2022-02-04,176.89
447,CUST_63,2022-02-04,35.31
448,CUST_1134,2022-02-04,123.85
449,CUST_2488,2022-02-04,472.76
450,CUST_1034,2022-02-04,190.08
451,CUST_925,2022-02-04,59.37
452,CUST_2703,2022-02-04,396.26
453,CUST_300,2022-02-04,92.22
454,CUST_2422,2022-02-04,36.34
455,CUST_1672,2022-02-04,61.47
456,CUST_2882,2022-02-04,243.95
457,CUST_2677,2022-02-04,238.74
458,CUST_778,2022-02-05,151.58
459,CUST_2846,2022-02-05,354.43
460,CUST_768,2022-02-05,179.23
461,CUST_2039,2022-02-05,405.28
462,CUST_2772,2022-02-05,160.71
463,CUST_266,2022-02-05,75.15
464,CUST_361,2022-02-05,258.9
465,CUST_3,2022-02-05,112.72
466,CUST_2000,2022-02-05,491.39
467,CUST_2377,2022-02-06,389.64
468,CUST_2630,2022-02-06,377.75
469,CUST_1471,2022-02-06,228.7
470,CUST_422,2022-02-06,343.03
471,CUST_165,2022-02-06,75.29
472,CUST_39,2022-02-06,235.25
473,CUST_1194,2022-02-06,369.75
474,CUST_2972,2022-02-06,85.24
475,CUST_1840,2022-02-06,67.35
476,CUST_2023,2022-02-06,196.87
477,CUST_169,2022-02-06,401.14
478,CUST_34,2022-02-06,212.59
479,CUST_1361,2022-02-06,285.96
480,CUST_1067,2022-02-07,120.72
481,CUST_2929,2022-02-07,160.29
482,CUST_256,2022-02-07,146.14
483,CUST_2742,2022-02-07,242.86
484,CUST_830,2022-02-07,114.74
485,CUST_2313,2022-02-07,273.48
486,CUST_2179,2022-02-07,74.46
487,CUST_2415,2022-02-07,105.18
488,CUST_2171,2022-02-07,248.47
489,CUST_2950,2022-02-07,126.2
490,CUST_577,2022-02-07,400.02
491,CUST_1006,2022-02-07,117.99
492,CUST_727,2022-02-07,255.86
493,CUST_2768,2022-02-07,182.28
494,CUST_2877,2022-02-08,257.65
495,CUST_31,2022-02-08,211.14
496,CUST_510,2022-02-08,111.54
497,CUST_1961,2022-02-08,236.49
498,CUST_771,2022-02-08,482.28
499,CUST_409,2022-02-08,483.79
500,CUST_697,2022-02-08,310.45
501,CUST_639,2022-02-08,309.13
502,CUST_842,2022-02-08,27.95
503,CUST_413,2022-02-08,284.47
504,CUST_811,2022-02-08,261.56
505,CUST_1876,2022-02-08,298.92
506,CUST_2254,2022-02-08,327.61
507,CUST_2363,2022-02-08,280.12
508,CUST_1638,2022-02-08,160.88
509,CUST_2817,2022-02-08,286.7
510,CUST_1499,2022-02-08,264.85
511,CUST_983,2022-02-08,238.46
512,CUST_2524,2022-02-08,264.44
513,CUST_2790,2022-02-08,455.44
514,CUST_1577,2022-02-08,196.21
515,CUST_2463,2022-02-09,267.13
516,CUST_1717,2022-02-09,85.83
517,CUST_1893,2022-02-09,90.49
518,CUST_69,2022-02-09,14.75
519,CUST_2063,2022-02-09,93.78
520,CUST_624,2022-02-09,309.81
521,CUST_812,2022-02-09,48.67
522,CUST_1686,2022-02-09,440.67
523,CUST_177,2022-02-09,146.3
524,CUST_1679,2022-02-09,84.46
525,CUST_2822,2022-02-09,459.49
526,CUST_33,2022-02-10,209.36
527,CUST_806,2022-02-10,210.43
528,CUST_2919,2022-02-10,306.04
529,CUST_731,2022-02-10,415.67
530,CUST_402,2022-02-10,167.42
531,CUST_443,2022-02-10,46.62
532,CUST_1176,2022-02-10,213.54
533,CUST_1668,2022-02-11,303.54
534,CUST_34,2022-02-11,497.48
535,CUST_1083,2022-02-11,129.73
536,CUST_2959,2022-02-11,278.85
537,CUST_2115,2022-02-11,489.9
538,CUST_2260,2022-02-11,30.54
539,CUST_140,2022-02-11,170.23
540,CUST_2617,2022-02-11,38.02
541,CUST_2350,2022-02-11,255.3
542,CUST_814,2022-02-11,270.38
543,CUST_222,2022-02-11,279.18
544,CUST_844,2022-02-11,434.57
545,CUST_623,2022-02-11,213.69
546,CUST_2957,2022-02-11,497.27
547,CUST_1040,2022-02-11,401.43
548,CUST_904,2022-02-11,386.88
549,CUST_273,2022-02-11,17.69
550,CUST_433,2022-02-11,351.87
551,CUST_1710,2022-02-11,191.73
552,CUST_2491,2022-02-11,63.43
553,CUST_2383,2022-02-12,499.16
554,CUST_2124,2022-02-12,459.1
555,CUST_1609,2022-02-12,244.91
556,CUST_294,2022-02-12,204.69
557,CUST_2832,2022-02-12,92.57
558,CUST_539,2022-02-12,386.42
559,CUST_610,2022-02-12,316.16
560,CUST_912,2022-02-12,361.54
561,CUST_78,2022-02-12,474.46
562,CUST_39,2022-02-12,335.33
563,CUST_703,2022-02-12,409.33
564,CUST_619,2022-02-12,453.08
565,CUST_1979,2022-02-12,215.1
566,CUST_116,2022-02-13,106.03
567,CUST_613,2022-02-13,55.6
568,CUST_670,2022-02-13,116.31
569,CUST_1212,2022-02-13,439.36
570,CUST_2647,2022-02-13,151.03
571,CUST_1658,2022-02-13,26.86
572,CUST_2101,2022-02-13,20.33
573,CUST_1921,2022-02-13,370.11
574,CUST_2578,2022-02-13,227.25
575,CUST_2828,2022-02-13,215.47
576,CUST_2821,2022-02-13,84.77
577,CUST_297,2022-02-13,409.97
578,CUST_303,2022-02-13,16.12
579,CUST_2219,2022-02-14,330.73
580,CUST_1266,2022-02-14,367.51
581,CUST_712,2022-02-14,235.9
582,CUST_1085,2022-02-14,484.96
583,CUST_2285,2022-02-14,371.46
584,CUST_1582,2022-02-14,304.42
585,CUST_1003,2022-02-14,487.32
586,CUST_874,2022-02-14,400.03
587,CUST_2961,2022-02-14,15.65
588,CUST_995,2022-02-14,304.07
589,CUST_1209,2022-02-14,223.07
590,CUST_1759,2022-02-14,83.19
591,CUST_582,2022-02-14,139.3
592,CUST_1439,2022-02-14,455.26
593,CUST_754,2022-02-15,345.9
594,CUST_2497,2022-02-15,91.31
595,CUST_1708,2022-02-15,65.37
596,CUST_2594,2022-02-15,281.66
597,CUST_2608,2022-02-15,57.17
598,CUST_1,2022-02-15,172.77
599,CUST_2606,2022-02-15,184.56
600,CUST_2134,2022-02-15,320.04
601,CUST_2704,2022-02-15,326.43
602,CUST_2096,2022-02-15,332.73
603,CUST_1834,2022-02-15,85.53
604,CUST_2209,2022-02-15,474.79
605,CUST_232,2022-02-15,182.66
606,CUST_2133,2022-02-15,364.35
607,CUST_587,2022-02-15,95.58
608,CUST_2300,2022-02-15,160.86
609,CUST_2074,2022-02-15,195.34
610,CUST_2947,2022-02-15,441.43
611,CUST_2439,2022-02-16,473.41
612,CUST_2911,2022-02-16,18.31
613,CUST_2457,2022-02-16,375.82
614,CUST_800,2022-02-16,138.61
615,CUST_437,2022-02-16,492.97
616,CUST_2330,2022-02-16,402.04
617,CUST_1249,2022-02-16,117.03
618,CUST_124,2022-02-16,94.43
619,CUST_165,2022-02-16,366.12
620,CUST_2968,2022-02-16,181.31
621,CUST_804,2022-02-16,249.12
622,CUST_120,2022-02-16,117.8
623,CUST_33,2022-02-16,82.69
624,CUST_212,2022-02-17,348.42
625,CUST_2703,2022-02-17,303.16
626,CUST_1677,2022-02-17,276.94
627,CUST_1875,2022-02-17,497.33
628,CUST_2045,2022-02-17,56.89
629,CUST_2225,2022-02-17,356.35
630,CUST_1530,2022-02-17,117.39
631,CUST_434,2022-02-17,335.54
632,CUST_352,2022-02-17,318.03
633,CUST_2931,2022-02-17,493.03
634,CUST_2448,2022-02-17,463.33
635,CUST_2687,2022-02-17,437.9
636,CUST_1511,2022-02-17,407.95
637,CUST_669,2022-02-17,403.36
638,CUST_1766,2022-02-17,379.83
639,CUST_525,2022-02-17,295.05
640,CUST_795,2022-02-17,368.27
641,CUST_951,2022-02-18,39.23
642,CUST_2824,2022-02-18,339.0
643,CUST_659,2022-02-18,416.37
644,CUST_586,2022-02-18,335.27
645,CUST_2536,2022-02-18,376.79
646,CUST_1916,2022-02-18,423.95
647,CUST_964,2022-02-18,39.21
648,CUST_2967,2022-02-18,155.07
649,CUST_2758,2022-02-18,224.63
650,CUST_1427,2022-02-18,272.58
651,CUST_1682,2022-02-18,372.21
652,CUST_68,2022-02-18,19.06
653,CUST_2260,2022-02-19,169.79
654,CUST_414,2022-02-19,27.06
655,CUST_293,2022-02-19,247.82
656,CUST_1455,2022-02-19,145.35
657,CUST_2002,2022-02-19,401.86
658,CUST_135,2022-02-19,13.2
659,CUST_2251,2022-02-19,341.09
660,CUST_2940,2022-02-19,241.05
661,CUST_139,2022-02-19,35.85
662,CUST_2068,2022-02-19,349.96
663,CUST_1591,2022-02-19,209.33
664,CUST_512,2022-02-19,229.41
665,CUST_1562,2022-02-19,168.8
666,CUST_480,2022-02-19,443.25
667,CUST_1182,2022-02-19,66.26
668,CUST_2859,2022-02-19,291.55
669,CUST_2524,2022-02-19,438.94
670,CUST_2410,2022-02-20,94.09
671,CUST_1724,2022-02-20,451.11
672,CUST_1378,2022-02-20,164.7
673,CUST_2147,2022-02-20,222.86
674,CUST_1915,2022-02-20,274.8
675,CUST_1435,2022-02-20,242.47
676,CUST_2851,2022-02-20,165.37
677,CUST_582,2022-02-20,491.26
678,CUST_333,2022-02-20,126.78
679,CUST_1716,2022-02-20,451.68
680,CUST_875,2022-02-20,370.71
681,CUST_1521,2022-02-21,311.72
682,CUST_330,2022-02-21,302.57
683,CUST_1804,2022-02-21,42.55
684,CUST_2531,2022-02-21,407.98
685,CUST_2447,2022-02-21,103.51
686,CUST_922,2022-02-21,296.23
687,CUST_523,2022-02-21,164.99
688,CUST_1082,2022-02-21,353.27
689,CUST_1595,2022-02-21,164.4
690,CUST_2149,2022-02-21,490.11
691,CUST_1316,2022-02-21,336.34
692,CUST_1411,2022-02-21,126.23
693,CUST_707,2022-02-21,436.41
694,CUST_2589,2022-02-21,495.4
695,CUST_47,2022-02-21,167.53
696,CUST_2733,2022-02-21,177.01
697,CUST_1965,2022-02-21,288.36
698,CUST_2738,2022-02-22,499.12
699,CUST_913,2022-02-22,433.15
700,CUST_2126,2022-02-22,180.51
701,CUST_1114,2022-02-22,105.96
702,CUST_1943,2022-02-22,307.18
703,CUST_1835,2022-02-22,241.12
704,CUST_2294,2022-02-22,72.52
705,CUST_2270,2022-02-22,96.03
706,CUST_2562,2022-02-22,437.23
707,CUST_316,2022-02-22,158.03
708,CUST_1555,2022-02-23,406.53
